dish_id,image_path,calories
dish_1561578775,images\dish_1561578775.png,295.148987
dish_1564515049,images\dish_1564515049.png,431.635803
dish_1568319725,images\dish_1568319725.png,111.637299
dish_1558029230,images\dish_1558029230.png,88.549995
dish_1562181285,images\dish_1562181285.png,796.922119
dish_1562010130,images\dish_1562010130.png,638.187561
dish_1566849895,images\dish_1566849895.png,112.309998
dish_1565728684,images\dish_1565728684.png,493.299072
dish_1563391959,images\dish_1563391959.png,245.774109
dish_1564429270,images\dish_1564429270.png,605.507202
dish_1562096343,images\dish_1562096343.png,6.2
dish_1561654707,images\dish_1561654707.png,199.800003
dish_1561753075,images\dish_1561753075.png,945.670715
dish_1567022338,images\dish_1567022338.png,507.243011
dish_1558724959,images\dish_1558724959.png,581.441956
dish_1559678651,images\dish_1559678651.png,107.856659
dish_1561392459,images\dish_1561392459.png,395.225983
dish_1558640849,images\dish_1558640849.png,105.23999
dish_1561134156,images\dish_1561134156.png,118.540001
dish_1559245697,images\dish_1559245697.png,163.716354
dish_1563307488,images\dish_1563307488.png,538.035156
dish_1564675193,images\dish_1564675193.png,478.808777
dish_1567801468,images\dish_1567801468.png,86.239998
dish_1561491210,images\dish_1561491210.png,251.097473
dish_1560799368,images\dish_1560799368.png,108.403069
dish_1559239753,images\dish_1559239753.png,26.545507
dish_1567785223,images\dish_1567785223.png,487.712494
dish_1558724723,images\dish_1558724723.png,39.200001
dish_1566414780,images\dish_1566414780.png,807.416321
dish_1562702355,images\dish_1562702355.png,68.882935
dish_1560798785,images\dish_1560798785.png,379.652008
dish_1562012076,images\dish_1562012076.png,525.973816
dish_1568316085,images\dish_1568316085.png,378.53714
dish_1566847454,images\dish_1566847454.png,346.747437
dish_1568649430,images\dish_1568649430.png,363.658203
dish_1562872223,images\dish_1562872223.png,306.862701
dish_1558641391,images\dish_1558641391.png,19.719999
dish_1558722398,images\dish_1558722398.png,83.719994
dish_1561148021,images\dish_1561148021.png,361.765411
dish_1559149650,images\dish_1559149650.png,26.24
dish_1561665065,images\dish_1561665065.png,387.798126
dish_1559245848,images\dish_1559245848.png,59.689999
dish_1562861103,images\dish_1562861103.png,94.607872
dish_1562872914,images\dish_1562872914.png,135.399673
dish_1565118029,images\dish_1565118029.png,595.140015
dish_1563823359,images\dish_1563823359.png,641.700317
dish_1564428444,images\dish_1564428444.png,157.001038
dish_1559240987,images\dish_1559240987.png,25.070757
dish_1562168399,images\dish_1562168399.png,128.709991
dish_1558721323,images\dish_1558721323.png,31.620001
dish_1564774805,images\dish_1564774805.png,621.091003
dish_1565898193,images\dish_1565898193.png,291.914032
dish_1563468299,images\dish_1563468299.png,210.350006
dish_1563910137,images\dish_1563910137.png,131.283218
dish_1563550584,images\dish_1563550584.png,75.399994
dish_1562949242,images\dish_1562949242.png,139.558533
dish_1560368738,images\dish_1560368738.png,174.248901
dish_1562605352,images\dish_1562605352.png,242.068939
dish_1558723512,images\dish_1558723512.png,15.99
dish_1564000459,images\dish_1564000459.png,485.186493
dish_1558028057,images\dish_1558028057.png,151.479996
dish_1560368815,images\dish_1560368815.png,400.337677
dish_1561060531,images\dish_1561060531.png,162.078995
dish_1559841061,images\dish_1559841061.png,96.389999
dish_1562945851,images\dish_1562945851.png,91.26532
dish_1566851222,images\dish_1566851222.png,550.827515
dish_1565640914,images\dish_1565640914.png,774.291992
dish_1562602888,images\dish_1562602888.png,209.382294
dish_1563294465,images\dish_1563294465.png,116.949997
dish_1564000417,images\dish_1564000417.png,340.35199
dish_1562184628,images\dish_1562184628.png,444.01001
dish_1564590288,images\dish_1564590288.png,464.855835
dish_1562873790,images\dish_1562873790.png,75.70845
dish_1563897439,images\dish_1563897439.png,315.31366
dish_1565035774,images\dish_1565035774.png,57.5
dish_1566835701,images\dish_1566835701.png,370.186829
dish_1562788760,images\dish_1562788760.png,331.324493
dish_1564086602,images\dish_1564086602.png,130.291
dish_1568305198,images\dish_1568305198.png,311.354004
dish_1566331868,images\dish_1566331868.png,453.66507
dish_1562862493,images\dish_1562862493.png,198.320007
dish_1558629677,images\dish_1558629677.png,73.839996
dish_1562007866,images\dish_1562007866.png,497.861359
dish_1562008549,images\dish_1562008549.png,417.129517
dish_1560527070,images\dish_1560527070.png,53.129997
dish_1561753623,images\dish_1561753623.png,159.310791
dish_1566589933,images\dish_1566589933.png,89.060005
dish_1561662216,images\dish_1561662216.png,300.794281
dish_1565033265,images\dish_1565033265.png,1324.084961
dish_1558636868,images\dish_1558636868.png,46.248001
dish_1564685450,images\dish_1564685450.png,623.007507
dish_1559244598,images\dish_1559244598.png,250.919998
dish_1562700685,images\dish_1562700685.png,24.200001
dish_1561746876,images\dish_1561746876.png,149.435959
dish_1559585533,images\dish_1559585533.png,12.95
dish_1567538263,images\dish_1567538263.png,70.70092
dish_1565711115,images\dish_1565711115.png,321.529999
dish_1561577119,images\dish_1561577119.png,128.312988
dish_1563389114,images\dish_1563389114.png,86.534439
dish_1561578373,images\dish_1561578373.png,164.49585
dish_1565123816,images\dish_1565123816.png,250.916733
dish_1562701956,images\dish_1562701956.png,6.84
dish_1562947020,images\dish_1562947020.png,533.117126
dish_1559849412,images\dish_1559849412.png,352.641022
dish_1566501041,images\dish_1566501041.png,279.317993
dish_1558372525,images\dish_1558372525.png,242.802002
dish_1559849497,images\dish_1559849497.png,521.433044
dish_1562949467,images\dish_1562949467.png,24.655609
dish_1563823390,images\dish_1563823390.png,670.170288
dish_1559751801,images\dish_1559751801.png,451.635986
dish_1562611680,images\dish_1562611680.png,326.888977
dish_1562947436,images\dish_1562947436.png,282.382019
dish_1562789240,images\dish_1562789240.png,361.555603
dish_1561752535,images\dish_1561752535.png,358.001984
dish_1562777566,images\dish_1562777566.png,263.003998
dish_1562945499,images\dish_1562945499.png,454.508362
dish_1559239256,images\dish_1559239256.png,60.16
dish_1558640238,images\dish_1558640238.png,22.68
dish_1561749664,images\dish_1561749664.png,288.197937
dish_1561741063,images\dish_1561741063.png,132.300003
dish_1561580608,images\dish_1561580608.png,20.25
dish_1561739649,images\dish_1561739649.png,208.233551
dish_1563205877,images\dish_1563205877.png,56.0
dish_1558721931,images\dish_1558721931.png,13.25
dish_1558636388,images\dish_1558636388.png,24.0
dish_1563827132,images\dish_1563827132.png,240.020004
dish_1564690038,images\dish_1564690038.png,92.339996
dish_1559848929,images\dish_1559848929.png,189.292007
dish_1562789207,images\dish_1562789207.png,146.244995
dish_1558630072,images\dish_1558630072.png,294.427002
dish_1565640868,images\dish_1565640868.png,395.97998
dish_1567023375,images\dish_1567023375.png,248.566406
dish_1559578599,images\dish_1559578599.png,229.97998
dish_1561574479,images\dish_1561574479.png,363.61377
dish_1563996596,images\dish_1563996596.png,39.599998
dish_1562788568,images\dish_1562788568.png,289.203369
dish_1562788032,images\dish_1562788032.png,137.238892
dish_1562788816,images\dish_1562788816.png,506.603485
dish_1558109907,images\dish_1558109907.png,43.470001
dish_1564518586,images\dish_1564518586.png,361.413239
dish_1560455421,images\dish_1560455421.png,180.938934
dish_1560527168,images\dish_1560527168.png,322.835297
dish_1560367733,images\dish_1560367733.png,661.441162
dish_1563555100,images\dish_1563555100.png,190.920013
dish_1565194684,images\dish_1565194684.png,196.559998
dish_1563566939,images\dish_1563566939.png,286.027252
dish_1562173247,images\dish_1562173247.png,290.550018
dish_1558629041,images\dish_1558629041.png,172.004013
dish_1566499686,images\dish_1566499686.png,674.706787
dish_1562615103,images\dish_1562615103.png,94.288544
dish_1559233570,images\dish_1559233570.png,16.83
dish_1565640195,images\dish_1565640195.png,21.6
dish_1560453150,images\dish_1560453150.png,152.320267
dish_1562096542,images\dish_1562096542.png,38.0896
dish_1563220171,images\dish_1563220171.png,465.47464
dish_1561147997,images\dish_1561147997.png,185.180023
dish_1561062320,images\dish_1561062320.png,307.868378
dish_1563913741,images\dish_1563913741.png,353.062378
dish_1562602589,images\dish_1562602589.png,365.276001
dish_1560360055,images\dish_1560360055.png,362.734009
dish_1567022296,images\dish_1567022296.png,425.410004
dish_1560798854,images\dish_1560798854.png,455.506744
dish_1562617703,images\dish_1562617703.png,179.630005
dish_1557861837,images\dish_1557861837.png,61.883999
dish_1558721726,images\dish_1558721726.png,74.360001
dish_1561404505,images\dish_1561404505.png,543.92334
dish_1562170331,images\dish_1562170331.png,263.830017
dish_1563221157,images\dish_1563221157.png,418.152008
dish_1563207406,images\dish_1563207406.png,372.070038
dish_1566587689,images\dish_1566587689.png,196.84697
dish_1566850142,images\dish_1566850142.png,464.951172
dish_1562775574,images\dish_1562775574.png,242.477127
dish_1563480476,images\dish_1563480476.png,517.897095
dish_1562873002,images\dish_1562873002.png,278.261444
dish_1561663580,images\dish_1561663580.png,432.063416
dish_1563813395,images\dish_1563813395.png,371.862915
dish_1563568319,images\dish_1563568319.png,604.323303
dish_1560799615,images\dish_1560799615.png,332.749847
dish_1567106668,images\dish_1567106668.png,80.309998
dish_1558637865,images\dish_1558637865.png,71.086998
dish_1565896701,images\dish_1565896701.png,294.47345
dish_1563476551,images\dish_1563476551.png,1116.391113
dish_1562086702,images\dish_1562086702.png,178.529999
dish_1561664977,images\dish_1561664977.png,14.57
dish_1562097673,images\dish_1562097673.png,345.657349
dish_1562959485,images\dish_1562959485.png,45.242737
dish_1558636514,images\dish_1558636514.png,16.02
dish_1560543729,images\dish_1560543729.png,219.529907
dish_1562169729,images\dish_1562169729.png,25.530136
dish_1563391413,images\dish_1563391413.png,227.056778
dish_1568305225,images\dish_1568305225.png,428.667786
dish_1561739719,images\dish_1561739719.png,350.163513
dish_1558115169,images\dish_1558115169.png,151.479996
dish_1565637608,images\dish_1565637608.png,422.28891
dish_1561578344,images\dish_1561578344.png,144.255859
dish_1561407208,images\dish_1561407208.png,44.347641
dish_1563476463,images\dish_1563476463.png,1067.511108
dish_1561576707,images\dish_1561576707.png,324.142426
dish_1561575688,images\dish_1561575688.png,607.892395
dish_1558109945,images\dish_1558109945.png,74.360001
dish_1563897938,images\dish_1563897938.png,54.099998
dish_1559581378,images\dish_1559581378.png,705.734741
dish_1560800988,images\dish_1560800988.png,314.865662
dish_1558116090,images\dish_1558116090.png,30.940001
dish_1565123783,images\dish_1565123783.png,93.064995
dish_1561741174,images\dish_1561741174.png,245.839996
dish_1560442450,images\dish_1560442450.png,87.761002
dish_1563479655,images\dish_1563479655.png,321.230652
dish_1558630325,images\dish_1558630325.png,751.541992
dish_1558639440,images\dish_1558639440.png,60.32
dish_1558373405,images\dish_1558373405.png,13.6
dish_1561737839,images\dish_1561737839.png,210.899994
dish_1568649387,images\dish_1568649387.png,163.858185
dish_1558640917,images\dish_1558640917.png,5.25
dish_1558721757,images\dish_1558721757.png,768.873047
dish_1561576257,images\dish_1561576257.png,180.87999
dish_1568315132,images\dish_1568315132.png,591.265503
dish_1562959517,images\dish_1562959517.png,91.140381
dish_1561576295,images\dish_1561576295.png,249.067139
dish_1567785739,images\dish_1567785739.png,168.576462
dish_1564503219,images\dish_1564503219.png,213.859985
dish_1563207277,images\dish_1563207277.png,153.089996
dish_1561578188,images\dish_1561578188.png,57.990978
dish_1566587143,images\dish_1566587143.png,354.399445
dish_1562602918,images\dish_1562602918.png,265.622253
dish_1558549605,images\dish_1558549605.png,97.5
dish_1558721587,images\dish_1558721587.png,95.489998
dish_1565638365,images\dish_1565638365.png,612.350098
dish_1561577219,images\dish_1561577219.png,308.891754
dish_1559674689,images\dish_1559674689.png,63.720001
dish_1564082323,images\dish_1564082323.png,748.861206
dish_1562963246,images\dish_1562963246.png,324.39798
dish_1565119698,images\dish_1565119698.png,222.235489
dish_1562008476,images\dish_1562008476.png,120.505836
dish_1564516454,images\dish_1564516454.png,311.142975
dish_1568405499,images\dish_1568405499.png,562.269348
dish_1560975346,images\dish_1560975346.png,326.338562
dish_1558115448,images\dish_1558115448.png,64.860001
dish_1560802092,images\dish_1560802092.png,118.031128
dish_1562617395,images\dish_1562617395.png,185.899994
dish_1558550218,images\dish_1558550218.png,230.001999
dish_1566936323,images\dish_1566936323.png,368.292206
dish_1561663990,images\dish_1561663990.png,181.4897
dish_1566333324,images\dish_1566333324.png,608.104553
dish_1560529844,images\dish_1560529844.png,91.68
dish_1567613057,images\dish_1567613057.png,406.68631
dish_1567020054,images\dish_1567020054.png,122.001411
dish_1562788794,images\dish_1562788794.png,465.224457
dish_1563207332,images\dish_1563207332.png,288.570007
dish_1558375506,images\dish_1558375506.png,73.839996
dish_1558630176,images\dish_1558630176.png,73.839996
dish_1563551360,images\dish_1563551360.png,322.640015
dish_1565894910,images\dish_1565894910.png,537.113037
dish_1564428404,images\dish_1564428404.png,113.751038
dish_1562875241,images\dish_1562875241.png,479.689514
dish_1565711083,images\dish_1565711083.png,178.529999
dish_1561663068,images\dish_1561663068.png,332.892792
dish_1563305722,images\dish_1563305722.png,434.658997
dish_1558725760,images\dish_1558725760.png,83.719994
dish_1563555563,images\dish_1563555563.png,398.220001
dish_1565898590,images\dish_1565898590.png,212.704514
dish_1566329234,images\dish_1566329234.png,262.625214
dish_1561662532,images\dish_1561662532.png,166.455505
dish_1567785654,images\dish_1567785654.png,51.779999
dish_1568060746,images\dish_1568060746.png,778.819946
dish_1562875833,images\dish_1562875833.png,156.146393
dish_1560367926,images\dish_1560367926.png,408.523132
dish_1562168648,images\dish_1562168648.png,41.594833
dish_1558548958,images\dish_1558548958.png,2.3
dish_1559240908,images\dish_1559240908.png,60.16
dish_1560874751,images\dish_1560874751.png,379.992004
dish_1558628888,images\dish_1558628888.png,111.959999
dish_1561665626,images\dish_1561665626.png,51.988998
dish_1564518512,images\dish_1564518512.png,270.70752
dish_1558629878,images\dish_1558629878.png,73.839996
dish_1562689519,images\dish_1562689519.png,169.540009
dish_1564000202,images\dish_1564000202.png,396.190979
dish_1563551105,images\dish_1563551105.png,194.399994
dish_1565725244,images\dish_1565725244.png,573.546021
dish_1558030289,images\dish_1558030289.png,38.52
dish_1564588820,images\dish_1564588820.png,81.119995
dish_1560442374,images\dish_1560442374.png,90.637001
dish_1562872470,images\dish_1562872470.png,286.3815
dish_1566316681,images\dish_1566316681.png,116.762924
dish_1563393341,images\dish_1563393341.png,27.965
dish_1562012048,images\dish_1562012048.png,278.973877
dish_1558460138,images\dish_1558460138.png,10.08
dish_1558722171,images\dish_1558722171.png,24.25
dish_1562963084,images\dish_1562963084.png,375.127289
dish_1562689548,images\dish_1562689548.png,216.540009
dish_1562785369,images\dish_1562785369.png,440.577881
dish_1562963006,images\dish_1562963006.png,259.097229
dish_1560799277,images\dish_1560799277.png,111.020004
dish_1560367296,images\dish_1560367296.png,184.383316
dish_1565021054,images\dish_1565021054.png,263.749023
dish_1558639138,images\dish_1558639138.png,22.139999
dish_1562099076,images\dish_1562099076.png,110.181
dish_1564675118,images\dish_1564675118.png,177.188782
dish_1564588567,images\dish_1564588567.png,450.666016
dish_1560455380,images\dish_1560455380.png,60.97168
dish_1561665024,images\dish_1561665024.png,100.570984
dish_1568313527,images\dish_1568313527.png,48.920002
dish_1559844458,images\dish_1559844458.png,55.889999
dish_1558113941,images\dish_1558113941.png,296.890015
dish_1563913709,images\dish_1563913709.png,337.888184
dish_1560369146,images\dish_1560369146.png,474.832947
dish_1560444948,images\dish_1560444948.png,171.316879
dish_1562614088,images\dish_1562614088.png,23.449999
dish_1558723475,images\dish_1558723475.png,22.780001
dish_1561579824,images\dish_1561579824.png,185.212708
dish_1563221602,images\dish_1563221602.png,447.893616
dish_1559243139,images\dish_1559243139.png,26.053925
dish_1561580431,images\dish_1561580431.png,258.003418
dish_1558380014,images\dish_1558380014.png,92.459999
dish_1562008394,images\dish_1562008394.png,2.4
dish_1562703408,images\dish_1562703408.png,311.209167
dish_1560455059,images\dish_1560455059.png,25.550001
dish_1562699699,images\dish_1562699699.png,372.112732
dish_1565020822,images\dish_1565020822.png,180.56488
dish_1562860700,images\dish_1562860700.png,23.5
dish_1565208562,images\dish_1565208562.png,40.48
dish_1561580659,images\dish_1561580659.png,754.353577
dish_1563898688,images\dish_1563898688.png,32.549999
dish_1559233756,images\dish_1559233756.png,189.850006
dish_1562687299,images\dish_1562687299.png,180.821609
dish_1558373449,images\dish_1558373449.png,416.231995
dish_1564429184,images\dish_1564429184.png,389.65799
dish_1566419603,images\dish_1566419603.png,382.924225
dish_1562614952,images\dish_1562614952.png,548.106018
dish_1563476323,images\dish_1563476323.png,686.97113
dish_1559842047,images\dish_1559842047.png,153.690002
dish_1562618000,images\dish_1562618000.png,685.993896
dish_1563206562,images\dish_1563206562.png,98.208679
dish_1566590987,images\dish_1566590987.png,639.911865
dish_1557862829,images\dish_1557862829.png,5.52
dish_1563302420,images\dish_1563302420.png,435.626282
dish_1558375732,images\dish_1558375732.png,45.540001
dish_1560368990,images\dish_1560368990.png,211.92131
dish_1562790855,images\dish_1562790855.png,739.376465
dish_1560444724,images\dish_1560444724.png,113.280006
dish_1562777037,images\dish_1562777037.png,215.273514
dish_1561577549,images\dish_1561577549.png,130.340012
dish_1564686791,images\dish_1564686791.png,601.348572
dish_1558641926,images\dish_1558641926.png,80.079994
dish_1568313575,images\dish_1568313575.png,57.940002
dish_1559844506,images\dish_1559844506.png,98.959999
dish_1560453412,images\dish_1560453412.png,591.07843
dish_1568401261,images\dish_1568401261.png,530.393372
dish_1563984242,images\dish_1563984242.png,402.117035
dish_1558630649,images\dish_1558630649.png,190.009995
dish_1561746912,images\dish_1561746912.png,264.095947
dish_1558724574,images\dish_1558724574.png,50.740002
dish_1563568025,images\dish_1563568025.png,244.986359
dish_1562788601,images\dish_1562788601.png,413.170135
dish_1558630288,images\dish_1558630288.png,7.106
dish_1558628921,images\dish_1558628921.png,24.6
dish_1559675146,images\dish_1559675146.png,19.07
dish_1558630450,images\dish_1558630450.png,86.25
dish_1565894858,images\dish_1565894858.png,132.839996
dish_1566488928,images\dish_1566488928.png,103.048294
dish_1559844323,images\dish_1559844323.png,518.369995
dish_1562783605,images\dish_1562783605.png,75.599998
dish_1562096584,images\dish_1562096584.png,94.99057
dish_1562875870,images\dish_1562875870.png,256.946411
dish_1563217895,images\dish_1563217895.png,26.799278
dish_1560444914,images\dish_1560444914.png,62.340004
dish_1558109986,images\dish_1558109986.png,258.450012
dish_1565194781,images\dish_1565194781.png,351.405518
dish_1565724552,images\dish_1565724552.png,108.80024
dish_1565726887,images\dish_1565726887.png,174.015305
dish_1560539340,images\dish_1560539340.png,196.53833
dish_1557853314,images\dish_1557853314.png,115.413002
dish_1560370114,images\dish_1560370114.png,7.956
dish_1560270630,images\dish_1560270630.png,120.560005
dish_1565972429,images\dish_1565972429.png,468.493896
dish_1558722707,images\dish_1558722707.png,19.26
dish_1565378770,images\dish_1565378770.png,319.280365
dish_1558640311,images\dish_1558640311.png,105.879997
dish_1562691383,images\dish_1562691383.png,86.870003
dish_1561666897,images\dish_1561666897.png,532.508606
dish_1561753589,images\dish_1561753589.png,138.761963
dish_1564687090,images\dish_1564687090.png,498.018677
dish_1562605411,images\dish_1562605411.png,336.492828
dish_1562086037,images\dish_1562086037.png,68.970001
dish_1563295016,images\dish_1563295016.png,127.879997
dish_1565203094,images\dish_1565203094.png,898.019653
dish_1558639412,images\dish_1558639412.png,32.98
dish_1562960437,images\dish_1562960437.png,97.290001
dish_1564429744,images\dish_1564429744.png,282.477234
dish_1565031283,images\dish_1565031283.png,252.680466
dish_1566316496,images\dish_1566316496.png,121.098083
dish_1563295044,images\dish_1563295044.png,241.975372
dish_1564588719,images\dish_1564588719.png,222.278015
dish_1562690074,images\dish_1562690074.png,263.402344
dish_1561751958,images\dish_1561751958.png,381.226379
dish_1558724689,images\dish_1558724689.png,19.75
dish_1562959599,images\dish_1562959599.png,403.636139
dish_1558459395,images\dish_1558459395.png,208.115997
dish_1562958445,images\dish_1562958445.png,24.15
dish_1561146781,images\dish_1561146781.png,300.100006
dish_1565987142,images\dish_1565987142.png,518.322998
dish_1556575446,images\dish_1556575446.png,103.299995
dish_1562861125,images\dish_1562861125.png,190.807861
dish_1558631825,images\dish_1558631825.png,118.832001
dish_1561665706,images\dish_1561665706.png,386.348969
dish_1558640941,images\dish_1558640941.png,21.73
dish_1562617416,images\dish_1562617416.png,200.949997
dish_1558114484,images\dish_1558114484.png,151.479996
dish_1563897794,images\dish_1563897794.png,57.57
dish_1558372695,images\dish_1558372695.png,148.178009
dish_1558115641,images\dish_1558115641.png,584.526001
dish_1565119669,images\dish_1565119669.png,55.965
dish_1567537212,images\dish_1567537212.png,432.506653
dish_1561575300,images\dish_1561575300.png,326.780029
dish_1563565323,images\dish_1563565323.png,229.530243
dish_1565987269,images\dish_1565987269.png,119.654999
dish_1562691538,images\dish_1562691538.png,49.919998
dish_1558115282,images\dish_1558115282.png,74.879997
dish_1563220087,images\dish_1563220087.png,162.740005
dish_1565638287,images\dish_1565638287.png,357.934662
dish_1564086748,images\dish_1564086748.png,443.77182
dish_1566936297,images\dish_1566936297.png,355.292206
dish_1568315988,images\dish_1568315988.png,50.370003
dish_1563205982,images\dish_1563205982.png,316.239502
dish_1564516397,images\dish_1564516397.png,36.809998
dish_1559589942,images\dish_1559589942.png,290.348022
dish_1564589366,images\dish_1564589366.png,324.25
dish_1563219056,images\dish_1563219056.png,416.869659
dish_1562875940,images\dish_1562875940.png,386.66684
dish_1559149719,images\dish_1559149719.png,432.125
dish_1568047932,images\dish_1568047932.png,30.639025
dish_1563221562,images\dish_1563221562.png,395.598572
dish_1560442279,images\dish_1560442279.png,333.769989
dish_1565797723,images\dish_1565797723.png,202.928879
dish_1562862550,images\dish_1562862550.png,364.52002
dish_1563553756,images\dish_1563553756.png,309.145813
dish_1558458541,images\dish_1558458541.png,294.830994
dish_1559846688,images\dish_1559846688.png,82.832451
dish_1564168739,images\dish_1564168739.png,585.302002
dish_1562010293,images\dish_1562010293.png,633.833069
dish_1565369971,images\dish_1565369971.png,221.604736
dish_1559934477,images\dish_1559934477.png,25.08
dish_1567024224,images\dish_1567024224.png,354.945831
dish_1562787745,images\dish_1562787745.png,85.357742
dish_1563305401,images\dish_1563305401.png,483.215302
dish_1564775216,images\dish_1564775216.png,530.596924
dish_1566414723,images\dish_1566414723.png,728.810608
dish_1562170356,images\dish_1562170356.png,385.333984
dish_1562875320,images\dish_1562875320.png,603.858704
dish_1566502505,images\dish_1566502505.png,454.517365
dish_1561736736,images\dish_1561736736.png,356.080017
dish_1558549214,images\dish_1558549214.png,239.190002
dish_1558030971,images\dish_1558030971.png,17.640001
dish_1559841091,images\dish_1559841091.png,163.423492
dish_1561062286,images\dish_1561062286.png,256.359406
dish_1558639818,images\dish_1558639818.png,20.059999
dish_1559061675,images\dish_1559061675.png,24.900002
dish_1565383128,images\dish_1565383128.png,600.278931
dish_1566850031,images\dish_1566850031.png,616.771973
dish_1566317801,images\dish_1566317801.png,275.399994
dish_1558722068,images\dish_1558722068.png,179.210999
